barcode,id,label,iiif,filename
Z162737605,00140,page140,"https://iiif.onb.ac.at/images/ABO/Z162737605/00140/893,3024,621,363/full/0/native.jpg",Z162737605_00140_page140_01.jpg
Z162737605,00331,page331,"https://iiif.onb.ac.at/images/ABO/Z162737605/00331/131,1521,477,465/full/0/native.jpg",Z162737605_00331_page331_01.jpg
Z162737605,00502,page502,"https://iiif.onb.ac.at/images/ABO/Z162737605/00502/540,1830,1089,847/full/0/native.jpg",Z162737605_00502_page502_01.jpg
Z162737605,00296,page296,"https://iiif.onb.ac.at/images/ABO/Z162737605/00296/356,2496,711,501/full/0/native.jpg",Z162737605_00296_page296_01.jpg
Z162737605,00077,page77,"https://iiif.onb.ac.at/images/ABO/Z162737605/00077/741,2945,632,390/full/0/native.jpg",Z162737605_00077_page77_01.jpg
Z162737605,00014,page14,"https://iiif.onb.ac.at/images/ABO/Z162737605/00014/660,2038,1083,856/full/0/native.jpg",Z162737605_00014_page14_01.jpg
Z162737605,00036,page36,"https://iiif.onb.ac.at/images/ABO/Z162737605/00036/806,1696,811,748/full/0/native.jpg",Z162737605_00036_page36_01.jpg
Z162737605,00431,page431,"https://iiif.onb.ac.at/images/ABO/Z162737605/00431/143,423,1444,1412/full/0/native.jpg",Z162737605_00431_page431_01.jpg
Z162737605,00369,page369,"https://iiif.onb.ac.at/images/ABO/Z162737605/00369/251,275,822,1468/full/0/native.jpg",Z162737605_00369_page369_01.jpg
Z162737605,00369,page369,"https://iiif.onb.ac.at/images/ABO/Z162737605/00369/1100,288,841,1414/full/0/native.jpg",Z162737605_00369_page369_02.jpg
Z162737605,00369,page369,"https://iiif.onb.ac.at/images/ABO/Z162737605/00369/1130,865,375,374/full/0/native.jpg",Z162737605_00369_page369_03.jpg
Z162737605,00369,page369,"https://iiif.onb.ac.at/images/ABO/Z162737605/00369/673,977,392,738/full/0/native.jpg",Z162737605_00369_page369_04.jpg
Z162737605,00369,page369,"https://iiif.onb.ac.at/images/ABO/Z162737605/00369/1133,1292,407,419/full/0/native.jpg",Z162737605_00369_page369_05.jpg
Z162737605,00369,page369,"https://iiif.onb.ac.at/images/ABO/Z162737605/00369/279,947,393,783/full/0/native.jpg",Z162737605_00369_page369_06.jpg
Z162737605,00369,page369,"https://iiif.onb.ac.at/images/ABO/Z162737605/00369/686,1338,367,376/full/0/native.jpg",Z162737605_00369_page369_07.jpg
Z162737605,00303,page303,"https://iiif.onb.ac.at/images/ABO/Z162737605/00303/163,645,456,460/full/0/native.jpg",Z162737605_00303_page303_01.jpg
Z162737605,00162,page162,"https://iiif.onb.ac.at/images/ABO/Z162737605/00162/744,1603,900,649/full/0/native.jpg",Z162737605_00162_page162_01.jpg
Z162737605,00321,page321,"https://iiif.onb.ac.at/images/ABO/Z162737605/00321/514,437,1113,1451/full/0/native.jpg",Z162737605_00321_page321_01.jpg
Z162737605,00321,page321,"https://iiif.onb.ac.at/images/ABO/Z162737605/00321/1148,2023,683,1366/full/0/native.jpg",Z162737605_00321_page321_02.jpg
Z162737605,00321,page321,"https://iiif.onb.ac.at/images/ABO/Z162737605/00321/369,2034,960,1383/full/0/native.jpg",Z162737605_00321_page321_03.jpg
Z162737605,00115,page115,"https://iiif.onb.ac.at/images/ABO/Z162737605/00115/732,2731,623,386/full/0/native.jpg",Z162737605_00115_page115_01.jpg
Z162737605,00164,page164,"https://iiif.onb.ac.at/images/ABO/Z162737605/00164/275,2504,401,377/full/0/native.jpg",Z162737605_00164_page164_01.jpg
Z162737605,00228,page228,"https://iiif.onb.ac.at/images/ABO/Z162737605/00228/793,2785,857,431/full/0/native.jpg",Z162737605_00228_page228_01.jpg
Z162737605,00261,page261,"https://iiif.onb.ac.at/images/ABO/Z162737605/00261/380,1968,1408,1449/full/0/native.jpg",Z162737605_00261_page261_01.jpg
Z162737605,00375,page375,"https://iiif.onb.ac.at/images/ABO/Z162737605/00375/92,1477,481,474/full/0/native.jpg",Z162737605_00375_page375_01.jpg
Z162737605,00111,page111,"https://iiif.onb.ac.at/images/ABO/Z162737605/00111/110,880,680,1512/full/0/native.jpg",Z162737605_00111_page111_01.jpg
Z162737605,00489,page489,"https://iiif.onb.ac.at/images/ABO/Z162737605/00489/549,3225,227,208/full/0/native.jpg",Z162737605_00489_page489_01.jpg
Z162737605,00008,page8,"https://iiif.onb.ac.at/images/ABO/Z162737605/00008/834,1777,456,449/full/0/native.jpg",Z162737605_00008_page8_01.jpg
Z162737605,00360,page360,"https://iiif.onb.ac.at/images/ABO/Z162737605/00360/325,442,755,967/full/0/native.jpg",Z162737605_00360_page360_01.jpg
Z162737605,00460,page460,"https://iiif.onb.ac.at/images/ABO/Z162737605/00460/774,2921,703,446/full/0/native.jpg",Z162737605_00460_page460_01.jpg
Z162737605,00181,page181,"https://iiif.onb.ac.at/images/ABO/Z162737605/00181/225,1907,715,352/full/0/native.jpg",Z162737605_00181_page181_01.jpg
Z162737605,00105,page105,"https://iiif.onb.ac.at/images/ABO/Z162737605/00105/96,2404,2023,1262/full/0/native.jpg",Z162737605_00105_page105_01.jpg
Z162737605,00467,page467,"https://iiif.onb.ac.at/images/ABO/Z162737605/00467/1231,2827,649,539/full/0/native.jpg",Z162737605_00467_page467_01.jpg
Z162737605,00291,page291,"https://iiif.onb.ac.at/images/ABO/Z162737605/00291/305,311,665,1382/full/0/native.jpg",Z162737605_00291_page291_01.jpg
Z162737605,00291,page291,"https://iiif.onb.ac.at/images/ABO/Z162737605/00291/1180,294,665,1411/full/0/native.jpg",Z162737605_00291_page291_02.jpg
Z162737605,00326,page326,"https://iiif.onb.ac.at/images/ABO/Z162737605/00326/777,2584,740,520/full/0/native.jpg",Z162737605_00326_page326_01.jpg
Z162737605,00163,page163,"https://iiif.onb.ac.at/images/ABO/Z162737605/00163/590,2834,844,444/full/0/native.jpg",Z162737605_00163_page163_01.jpg
Z162737605,00418,page418,"https://iiif.onb.ac.at/images/ABO/Z162737605/00418/254,204,904,834/full/0/native.jpg",Z162737605_00418_page418_01.jpg
Z162737605,00443,page443,"https://iiif.onb.ac.at/images/ABO/Z162737605/00443/687,2399,847,400/full/0/native.jpg",Z162737605_00443_page443_01.jpg
Z162737605,00237,page237,"https://iiif.onb.ac.at/images/ABO/Z162737605/00237/114,855,461,459/full/0/native.jpg",Z162737605_00237_page237_01.jpg
Z162737605,00306,page306,"https://iiif.onb.ac.at/images/ABO/Z162737605/00306/1519,2373,720,790/full/0/native.jpg",Z162737605_00306_page306_01.jpg
Z162737605,00372,page372,"https://iiif.onb.ac.at/images/ABO/Z162737605/00372/628,1809,1074,929/full/0/native.jpg",Z162737605_00372_page372_01.jpg
Z162737605,00402,page402,"https://iiif.onb.ac.at/images/ABO/Z162737605/00402/429,672,1436,817/full/0/native.jpg",Z162737605_00402_page402_01.jpg
Z162737605,00413,page413,"https://iiif.onb.ac.at/images/ABO/Z162737605/00413/237,516,1308,1414/full/0/native.jpg",Z162737605_00413_page413_01.jpg
Z162737605,00363,page363,"https://iiif.onb.ac.at/images/ABO/Z162737605/00363/1085,1995,833,1486/full/0/native.jpg",Z162737605_00363_page363_01.jpg
Z162737605,00363,page363,"https://iiif.onb.ac.at/images/ABO/Z162737605/00363/1069,378,811,1454/full/0/native.jpg",Z162737605_00363_page363_02.jpg
Z162737605,00363,page363,"https://iiif.onb.ac.at/images/ABO/Z162737605/00363/138,2026,832,1434/full/0/native.jpg",Z162737605_00363_page363_03.jpg
Z162737605,00363,page363,"https://iiif.onb.ac.at/images/ABO/Z162737605/00363/564,1143,383,669/full/0/native.jpg",Z162737605_00363_page363_04.jpg
Z162737605,00363,page363,"https://iiif.onb.ac.at/images/ABO/Z162737605/00363/115,395,839,796/full/0/native.jpg",Z162737605_00363_page363_05.jpg
Z162737605,00363,page363,"https://iiif.onb.ac.at/images/ABO/Z162737605/00363/575,2766,397,708/full/0/native.jpg",Z162737605_00363_page363_06.jpg
Z162737605,00363,page363,"https://iiif.onb.ac.at/images/ABO/Z162737605/00363/1063,396,777,765/full/0/native.jpg",Z162737605_00363_page363_07.jpg
Z162737708,00799,page799,"https://iiif.onb.ac.at/images/ABO/Z162737708/00799/98,174,1966,748/full/0/native.jpg",Z162737708_00799_page799_01.jpg
Z162737708,00624,page624,"https://iiif.onb.ac.at/images/ABO/Z162737708/00624/820,2687,1065,795/full/0/native.jpg",Z162737708_00624_page624_01.jpg
Z162737708,00452,page452,"https://iiif.onb.ac.at/images/ABO/Z162737708/00452/405,1219,476,456/full/0/native.jpg",Z162737708_00452_page452_01.jpg
Z162737708,00364,page364,"https://iiif.onb.ac.at/images/ABO/Z162737708/00364/342,226,1623,1419/full/0/native.jpg",Z162737708_00364_page364_01.jpg
Z162737708,00022,page22,"https://iiif.onb.ac.at/images/ABO/Z162737708/00022/289,154,2032,529/full/0/native.jpg",Z162737708_00022_page22_01.jpg
Z162737708,00690,page690,"https://iiif.onb.ac.at/images/ABO/Z162737708/00690/646,2620,1106,617/full/0/native.jpg",Z162737708_00690_page690_01.jpg
Z162737708,00584,page584,"https://iiif.onb.ac.at/images/ABO/Z162737708/00584/387,2836,1480,823/full/0/native.jpg",Z162737708_00584_page584_01.jpg
Z162737708,00584,page584,"https://iiif.onb.ac.at/images/ABO/Z162737708/00584/1113,2853,788,733/full/0/native.jpg",Z162737708_00584_page584_02.jpg
Z162737708,00584,page584,"https://iiif.onb.ac.at/images/ABO/Z162737708/00584/1210,1680,898,507/full/0/native.jpg",Z162737708_00584_page584_03.jpg
Z162737708,00584,page584,"https://iiif.onb.ac.at/images/ABO/Z162737708/00584/323,249,1610,997/full/0/native.jpg",Z162737708_00584_page584_04.jpg
Z162737708,00704,page704,"https://iiif.onb.ac.at/images/ABO/Z162737708/00704/35,188,2244,1585/full/0/native.jpg",Z162737708_00704_page704_01.jpg
Z162737708,00198,page198,"https://iiif.onb.ac.at/images/ABO/Z162737708/00198/617,1419,1257,868/full/0/native.jpg",Z162737708_00198_page198_01.jpg
Z162737708,00350,page350,"https://iiif.onb.ac.at/images/ABO/Z162737708/00350/598,2141,1220,1010/full/0/native.jpg",Z162737708_00350_page350_01.jpg
Z162737708,00808,page808,"https://iiif.onb.ac.at/images/ABO/Z162737708/00808/794,2491,754,711/full/0/native.jpg",Z162737708_00808_page808_01.jpg
Z162737708,00710,page710,"https://iiif.onb.ac.at/images/ABO/Z162737708/00710/242,232,1971,3461/full/0/native.jpg",Z162737708_00710_page710_01.jpg
Z162737708,00263,page263,"https://iiif.onb.ac.at/images/ABO/Z162737708/00263/514,1959,1234,882/full/0/native.jpg",Z162737708_00263_page263_01.jpg
Z162737708,00017,page17,"https://iiif.onb.ac.at/images/ABO/Z162737708/00017/212,233,2144,3435/full/0/native.jpg",Z162737708_00017_page17_01.jpg
Z162737708,00729,page729,"https://iiif.onb.ac.at/images/ABO/Z162737708/00729/516,293,1704,3341/full/0/native.jpg",Z162737708_00729_page729_01.jpg
Z162737708,00184,page184,"https://iiif.onb.ac.at/images/ABO/Z162737708/00184/39,253,2216,2155/full/0/native.jpg",Z162737708_00184_page184_01.jpg
Z162737708,00646,page646,"https://iiif.onb.ac.at/images/ABO/Z162737708/00646/685,2460,1130,831/full/0/native.jpg",Z162737708_00646_page646_01.jpg
Z162737708,00741,page741,"https://iiif.onb.ac.at/images/ABO/Z162737708/00741/362,1407,366,370/full/0/native.jpg",Z162737708_00741_page741_01.jpg
Z162737708,00009,page9,"https://iiif.onb.ac.at/images/ABO/Z162737708/00009/527,2518,1518,1044/full/0/native.jpg",Z162737708_00009_page9_01.jpg
Z162737708,00092,page92,"https://iiif.onb.ac.at/images/ABO/Z162737708/00092/539,1294,1256,892/full/0/native.jpg",Z162737708_00092_page92_01.jpg
Z162737708,00607,page607,"https://iiif.onb.ac.at/images/ABO/Z162737708/00607/94,762,2084,2531/full/0/native.jpg",Z162737708_00607_page607_01.jpg
Z162737708,00508,page508,"https://iiif.onb.ac.at/images/ABO/Z162737708/00508/522,1502,427,485/full/0/native.jpg",Z162737708_00508_page508_01.jpg
Z162737708,00508,page508,"https://iiif.onb.ac.at/images/ABO/Z162737708/00508/1097,215,925,454/full/0/native.jpg",Z162737708_00508_page508_02.jpg
Z162737708,00508,page508,"https://iiif.onb.ac.at/images/ABO/Z162737708/00508/953,1825,481,523/full/0/native.jpg",Z162737708_00508_page508_03.jpg
Z162737708,00833,page833,"https://iiif.onb.ac.at/images/ABO/Z162737708/00833/301,3032,332,316/full/0/native.jpg",Z162737708_00833_page833_01.jpg
Z162737708,00736,page736,"https://iiif.onb.ac.at/images/ABO/Z162737708/00736/569,2301,1271,1155/full/0/native.jpg",Z162737708_00736_page736_01.jpg
Z162737708,00014,page14,"https://iiif.onb.ac.at/images/ABO/Z162737708/00014/298,163,1952,761/full/0/native.jpg",Z162737708_00014_page14_01.jpg
Z162737708,00737,page737,"https://iiif.onb.ac.at/images/ABO/Z162737708/00737/113,165,2130,627/full/0/native.jpg",Z162737708_00737_page737_01.jpg
Z162737708,00737,page737,"https://iiif.onb.ac.at/images/ABO/Z162737708/00737/327,2504,567,657/full/0/native.jpg",Z162737708_00737_page737_02.jpg
Z162737708,00795,page795,"https://iiif.onb.ac.at/images/ABO/Z162737708/00795/109,972,569,559/full/0/native.jpg",Z162737708_00795_page795_01.jpg
Z162737708,00416,page416,"https://iiif.onb.ac.at/images/ABO/Z162737708/00416/383,242,1644,1412/full/0/native.jpg",Z162737708_00416_page416_01.jpg
Z162737708,00416,page416,"https://iiif.onb.ac.at/images/ABO/Z162737708/00416/503,2637,1466,1139/full/0/native.jpg",Z162737708_00416_page416_02.jpg
Z162737708,00647,page647,"https://iiif.onb.ac.at/images/ABO/Z162737708/00647/427,382,1596,524/full/0/native.jpg",Z162737708_00647_page647_01.jpg
Z162737708,00261,page261,"https://iiif.onb.ac.at/images/ABO/Z162737708/00261/401,1673,553,675/full/0/native.jpg",Z162737708_00261_page261_01.jpg
Z162737708,00713,page713,"https://iiif.onb.ac.at/images/ABO/Z162737708/00713/107,222,2051,1498/full/0/native.jpg",Z162737708_00713_page713_01.jpg
Z162737708,00713,page713,"https://iiif.onb.ac.at/images/ABO/Z162737708/00713/150,1991,1963,1520/full/0/native.jpg",Z162737708_00713_page713_02.jpg
Z162737708,00347,page347,"https://iiif.onb.ac.at/images/ABO/Z162737708/00347/339,2336,1529,1019/full/0/native.jpg",Z162737708_00347_page347_01.jpg
Z162737708,00695,page695,"https://iiif.onb.ac.at/images/ABO/Z162737708/00695/713,3090,836,402/full/0/native.jpg",Z162737708_00695_page695_01.jpg
Z162737708,00033,page33,"https://iiif.onb.ac.at/images/ABO/Z162737708/00033/428,208,1485,443/full/0/native.jpg",Z162737708_00033_page33_01.jpg
Z162737708,00798,page798,"https://iiif.onb.ac.at/images/ABO/Z162737708/00798/650,1672,1327,1192/full/0/native.jpg",Z162737708_00798_page798_01.jpg
Z162737708,00791,page791,"https://iiif.onb.ac.at/images/ABO/Z162737708/00791/571,1468,1296,1209/full/0/native.jpg",Z162737708_00791_page791_01.jpg
Z162737708,00731,page731,"https://iiif.onb.ac.at/images/ABO/Z162737708/00731/785,2979,713,538/full/0/native.jpg",Z162737708_00731_page731_01.jpg
Z162737708,00360,page360,"https://iiif.onb.ac.at/images/ABO/Z162737708/00360/381,2638,731,745/full/0/native.jpg",Z162737708_00360_page360_01.jpg
Z162737708,00360,page360,"https://iiif.onb.ac.at/images/ABO/Z162737708/00360/1163,2625,755,742/full/0/native.jpg",Z162737708_00360_page360_02.jpg
Z162737708,00360,page360,"https://iiif.onb.ac.at/images/ABO/Z162737708/00360/387,194,1695,1335/full/0/native.jpg",Z162737708_00360_page360_03.jpg
Z162737708,00361,page361,"https://iiif.onb.ac.at/images/ABO/Z162737708/00361/530,193,937,629/full/0/native.jpg",Z162737708_00361_page361_01.jpg
Z162737708,00007,page7,"https://iiif.onb.ac.at/images/ABO/Z162737708/00007/192,279,2135,3287/full/0/native.jpg",Z162737708_00007_page7_01.jpg
Z162737708,00038,page38,"https://iiif.onb.ac.at/images/ABO/Z162737708/00038/786,263,776,1208/full/0/native.jpg",Z162737708_00038_page38_01.jpg
Z162737708,00524,page524,"https://iiif.onb.ac.at/images/ABO/Z162737708/00524/589,1163,1245,861/full/0/native.jpg",Z162737708_00524_page524_01.jpg
Z162737708,00625,page625,"https://iiif.onb.ac.at/images/ABO/Z162737708/00625/328,342,1732,551/full/0/native.jpg",Z162737708_00625_page625_01.jpg
Z162737708,00625,page625,"https://iiif.onb.ac.at/images/ABO/Z162737708/00625/344,1778,550,514/full/0/native.jpg",Z162737708_00625_page625_02.jpg
Z162737708,00011,page11,"https://iiif.onb.ac.at/images/ABO/Z162737708/00011/201,175,1971,488/full/0/native.jpg",Z162737708_00011_page11_01.jpg
Z162737708,00351,page351,"https://iiif.onb.ac.at/images/ABO/Z162737708/00351/390,237,1493,449/full/0/native.jpg",Z162737708_00351_page351_01.jpg
Z162737708,00535,page535,"https://iiif.onb.ac.at/images/ABO/Z162737708/00535/216,298,1075,1287/full/0/native.jpg",Z162737708_00535_page535_01.jpg
Z162737708,00535,page535,"https://iiif.onb.ac.at/images/ABO/Z162737708/00535/1339,303,921,1379/full/0/native.jpg",Z162737708_00535_page535_02.jpg
Z162737708,00512,page512,"https://iiif.onb.ac.at/images/ABO/Z162737708/00512/206,3135,435,505/full/0/native.jpg",Z162737708_00512_page512_01.jpg
Z162737708,00512,page512,"https://iiif.onb.ac.at/images/ABO/Z162737708/00512/1906,2705,438,665/full/0/native.jpg",Z162737708_00512_page512_02.jpg
Z162737708,00451,page451,"https://iiif.onb.ac.at/images/ABO/Z162737708/00451/509,1717,1252,883/full/0/native.jpg",Z162737708_00451_page451_01.jpg
Z162737708,00797,page797,"https://iiif.onb.ac.at/images/ABO/Z162737708/00797/120,748,451,439/full/0/native.jpg",Z162737708_00797_page797_01.jpg
Z162737708,00621,page621,"https://iiif.onb.ac.at/images/ABO/Z162737708/00621/508,2483,1531,1032/full/0/native.jpg",Z162737708_00621_page621_01.jpg
Z162867902,00811,page811,"https://iiif.onb.ac.at/images/ABO/Z162867902/00811/375,2044,1497,1166/full/0/native.jpg",Z162867902_00811_page811_01.jpg
Z162867902,00225,page225,"https://iiif.onb.ac.at/images/ABO/Z162867902/00225/303,1529,313,330/full/0/native.jpg",Z162867902_00225_page225_01.jpg
Z162867902,00747,page747,"https://iiif.onb.ac.at/images/ABO/Z162867902/00747/140,116,1938,736/full/0/native.jpg",Z162867902_00747_page747_01.jpg
Z162867902,00904,page904,"https://iiif.onb.ac.at/images/ABO/Z162867902/00904/0,30,2312,3752/full/0/native.jpg",Z162867902_00904_page904_01.jpg
Z162867902,00337,page337,"https://iiif.onb.ac.at/images/ABO/Z162867902/00337/261,2261,1536,1036/full/0/native.jpg",Z162867902_00337_page337_01.jpg
Z162867902,00341,page341,"https://iiif.onb.ac.at/images/ABO/Z162867902/00341/373,157,1484,432/full/0/native.jpg",Z162867902_00341_page341_01.jpg
Z162867902,00644,page644,"https://iiif.onb.ac.at/images/ABO/Z162867902/00644/79,218,1987,469/full/0/native.jpg",Z162867902_00644_page644_01.jpg
Z162867902,00746,page746,"https://iiif.onb.ac.at/images/ABO/Z162867902/00746/480,1696,1311,1185/full/0/native.jpg",Z162867902_00746_page746_01.jpg
Z162867902,00594,page594,"https://iiif.onb.ac.at/images/ABO/Z162867902/00594/569,2406,1114,784/full/0/native.jpg",Z162867902_00594_page594_01.jpg
Z162867902,00087,page87,"https://iiif.onb.ac.at/images/ABO/Z162867902/00087/277,1585,344,333/full/0/native.jpg",Z162867902_00087_page87_01.jpg
Z162867902,00595,page595,"https://iiif.onb.ac.at/images/ABO/Z162867902/00595/348,285,1557,504/full/0/native.jpg",Z162867902_00595_page595_01.jpg
Z162867902,00677,page677,"https://iiif.onb.ac.at/images/ABO/Z162867902/00677/301,1286,388,377/full/0/native.jpg",Z162867902_00677_page677_01.jpg
Z162867902,00003,page3,"https://iiif.onb.ac.at/images/ABO/Z162867902/00003/0,0,2387,3778/full/0/native.jpg",Z162867902_00003_page3_01.jpg
Z162867902,00727,page727,"https://iiif.onb.ac.at/images/ABO/Z162867902/00727/480,1415,1283,1205/full/0/native.jpg",Z162867902_00727_page727_01.jpg
Z162867902,00191,page191,"https://iiif.onb.ac.at/images/ABO/Z162867902/00191/298,1462,482,485/full/0/native.jpg",Z162867902_00191_page191_01.jpg
Z162867902,00142,page142,"https://iiif.onb.ac.at/images/ABO/Z162867902/00142/304,103,1645,450/full/0/native.jpg",Z162867902_00142_page142_01.jpg
Z162867902,00643,page643,"https://iiif.onb.ac.at/images/ABO/Z162867902/00643/710,2995,830,406/full/0/native.jpg",Z162867902_00643_page643_01.jpg
Z162867902,00756,page756,"https://iiif.onb.ac.at/images/ABO/Z162867902/00756/605,2418,752,712/full/0/native.jpg",Z162867902_00756_page756_01.jpg
Z162867902,00425,page425,"https://iiif.onb.ac.at/images/ABO/Z162867902/00425/428,1598,1249,870/full/0/native.jpg",Z162867902_00425_page425_01.jpg
Z162867902,00572,page572,"https://iiif.onb.ac.at/images/ABO/Z162867902/00572/658,2684,1047,797/full/0/native.jpg",Z162867902_00572_page572_01.jpg
Z162867902,00673,page673,"https://iiif.onb.ac.at/images/ABO/Z162867902/00673/304,2470,556,649/full/0/native.jpg",Z162867902_00673_page673_01.jpg
Z162867902,00673,page673,"https://iiif.onb.ac.at/images/ABO/Z162867902/00673/91,210,2091,532/full/0/native.jpg",Z162867902_00673_page673_02.jpg
Z162867902,00768,page768,"https://iiif.onb.ac.at/images/ABO/Z162867902/00768/140,2885,321,312/full/0/native.jpg",Z162867902_00768_page768_01.jpg
Z162867902,00253,page253,"https://iiif.onb.ac.at/images/ABO/Z162867902/00253/460,1888,1248,869/full/0/native.jpg",Z162867902_00253_page253_01.jpg
Z162867902,00014,page14,"https://iiif.onb.ac.at/images/ABO/Z162867902/00014/102,89,1916,506/full/0/native.jpg",Z162867902_00014_page14_01.jpg
Z162867902,00745,page745,"https://iiif.onb.ac.at/images/ABO/Z162867902/00745/119,749,435,445/full/0/native.jpg",Z162867902_00745_page745_01.jpg
Z162867902,00812,page812,"https://iiif.onb.ac.at/images/ABO/Z162867902/00812/212,316,1851,2511/full/0/native.jpg",Z162867902_00812_page812_01.jpg
Z162867902,00672,page672,"https://iiif.onb.ac.at/images/ABO/Z162867902/00672/446,2267,1260,1144/full/0/native.jpg",Z162867902_00672_page672_01.jpg
Z162867902,00254,page254,"https://iiif.onb.ac.at/images/ABO/Z162867902/00254/228,188,1613,490/full/0/native.jpg",Z162867902_00254_page254_01.jpg
Z162867902,00340,page340,"https://iiif.onb.ac.at/images/ABO/Z162867902/00340/412,2105,1209,1014/full/0/native.jpg",Z162867902_00340_page340_01.jpg
Z162867902,00573,page573,"https://iiif.onb.ac.at/images/ABO/Z162867902/00573/283,1696,528,521/full/0/native.jpg",Z162867902_00573_page573_01.jpg
Z162867902,00573,page573,"https://iiif.onb.ac.at/images/ABO/Z162867902/00573/263,250,1713,557/full/0/native.jpg",Z162867902_00573_page573_02.jpg
Z162867902,00759,page759,"https://iiif.onb.ac.at/images/ABO/Z162867902/00759/252,1263,354,326/full/0/native.jpg",Z162867902_00759_page759_01.jpg
Z162867902,00015,page15,"https://iiif.onb.ac.at/images/ABO/Z162867902/00015/110,1005,486,466/full/0/native.jpg",Z162867902_00015_page15_01.jpg
Z162867902,00086,page86,"https://iiif.onb.ac.at/images/ABO/Z162867902/00086/405,1195,1255,860/full/0/native.jpg",Z162867902_00086_page86_01.jpg
Z162867902,00815,page815,"https://iiif.onb.ac.at/images/ABO/Z162867902/00815/176,59,1952,941/full/0/native.jpg",Z162867902_00815_page815_01.jpg
Z162867902,00815,page815,"https://iiif.onb.ac.at/images/ABO/Z162867902/00815/135,1158,596,646/full/0/native.jpg",Z162867902_00815_page815_02.jpg
Z162867902,00569,page569,"https://iiif.onb.ac.at/images/ABO/Z162867902/00569/420,2440,1534,1032/full/0/native.jpg",Z162867902_00569_page569_01.jpg
Z162867902,00781,page781,"https://iiif.onb.ac.at/images/ABO/Z162867902/00781/266,3009,327,319/full/0/native.jpg",Z162867902_00781_page781_01.jpg
Z162867902,00426,page426,"https://iiif.onb.ac.at/images/ABO/Z162867902/00426/237,1117,478,472/full/0/native.jpg",Z162867902_00426_page426_01.jpg
Z162867902,00190,page190,"https://iiif.onb.ac.at/images/ABO/Z162867902/00190/426,1328,1251,860/full/0/native.jpg",Z162867902_00190_page190_01.jpg
Z162867902,00494,page494,"https://iiif.onb.ac.at/images/ABO/Z162867902/00494/436,1078,1240,865/full/0/native.jpg",Z162867902_00494_page494_01.jpg
Z162867902,00012,page12,"https://iiif.onb.ac.at/images/ABO/Z162867902/00012/109,117,1978,742/full/0/native.jpg",Z162867902_00012_page12_01.jpg
Z162867902,00007,page7,"https://iiif.onb.ac.at/images/ABO/Z162867902/00007/404,2456,1522,1025/full/0/native.jpg",Z162867902_00007_page7_01.jpg
Z162867902,00789,page789,"https://iiif.onb.ac.at/images/ABO/Z162867902/00789/256,1114,345,315/full/0/native.jpg",Z162867902_00789_page789_01.jpg
Z162867902,00018,page18,"https://iiif.onb.ac.at/images/ABO/Z162867902/00018/106,122,1973,525/full/0/native.jpg",Z162867902_00018_page18_01.jpg
Z162867902,00638,page638,"https://iiif.onb.ac.at/images/ABO/Z162867902/00638/495,2528,1107,614/full/0/native.jpg",Z162867902_00638_page638_01.jpg
Z162867902,00667,page667,"https://iiif.onb.ac.at/images/ABO/Z162867902/00667/786,2821,699,532/full/0/native.jpg",Z162867902_00667_page667_01.jpg
Z162867902,00819,page819,"https://iiif.onb.ac.at/images/ABO/Z162867902/00819/288,1726,551,456/full/0/native.jpg",Z162867902_00819_page819_01.jpg
Z162867902,00743,page743,"https://iiif.onb.ac.at/images/ABO/Z162867902/00743/118,1005,559,555/full/0/native.jpg",Z162867902_00743_page743_01.jpg
Z162867902,00813,page813,"https://iiif.onb.ac.at/images/ABO/Z162867902/00813/129,168,1955,951/full/0/native.jpg",Z162867902_00813_page813_01.jpg
Z162867902,00813,page813,"https://iiif.onb.ac.at/images/ABO/Z162867902/00813/118,1572,577,644/full/0/native.jpg",Z162867902_00813_page813_02.jpg
Z163300405,00001,page1,"https://iiif.onb.ac.at/images/ABO/Z163300405/00001/754,2327,906,706/full/0/native.jpg",Z163300405_00001_page1_01.jpg
Z163300405,00005,page5,"https://iiif.onb.ac.at/images/ABO/Z163300405/00005/405,1488,1378,1015/full/0/native.jpg",Z163300405_00005_page5_01.jpg
Z163300405,00094,page94,"https://iiif.onb.ac.at/images/ABO/Z163300405/00094/1290,2273,609,640/full/0/native.jpg",Z163300405_00094_page94_01.jpg
Z163300405,00816,page816,"https://iiif.onb.ac.at/images/ABO/Z163300405/00816/952,2384,608,642/full/0/native.jpg",Z163300405_00816_page816_01.jpg
Z163300405,00473,page473,"https://iiif.onb.ac.at/images/ABO/Z163300405/00473/737,2359,614,647/full/0/native.jpg",Z163300405_00473_page473_01.jpg
Z163300405,00889,page889,"https://iiif.onb.ac.at/images/ABO/Z163300405/00889/652,1551,623,644/full/0/native.jpg",Z163300405_00889_page889_01.jpg
Z163300405,00003,page3,"https://iiif.onb.ac.at/images/ABO/Z163300405/00003/514,681,1186,1391/full/0/native.jpg",Z163300405_00003_page3_01.jpg
Z163300405,00522,page522,"https://iiif.onb.ac.at/images/ABO/Z163300405/00522/954,1757,610,645/full/0/native.jpg",Z163300405_00522_page522_01.jpg
Z163300405,00646,page646,"https://iiif.onb.ac.at/images/ABO/Z163300405/00646/1037,2143,464,467/full/0/native.jpg",Z163300405_00646_page646_01.jpg
